1487	2
1486	4
1487	7
1487	9
1488	11
1489	13
1489	16
1489	18
1489	20
1490	23
1490	25
1490	27
1489	30
1489	32
1490	34
1490	36
1491	39
1492	41
1493	44
1493	47
1492	49
1491	51
1491	54
1491	56
1492	58
1493	61
1493	63
1494	65
1493	67
1492	70
1492	72
1492	74
1492	77
1493	79
1494	81
1494	84
1493	87
1491	89
1491	91
1490	94
1491	96
1491	98
1491	101
1492	103
1493	105
1494	108
1494	110
1493	112
1492	115
1493	117
1493	120
1493	122
1493	124
1493	128
1492	130
1492	132
1492	135
1492	137
1492	139
1492	142
1492	144
1492	146
1492	149
1492	151
1492	153
1492	156
1492	158
1492	161
1492	163
1492	165
1492	168
1492	171
1492	173
1492	176
1492	178
1492	180
1492	183
1491	185
1491	187
1491	190
1491	192
1491	194
1492	197
1492	199
1492	202
1492	204
1492	206
1491	209
1490	211
1491	214
1491	217
1491	219
1489	221
1489	224
1490	226
1490	228
1490	231
1490	233
1490	236
1490	238
1490	240
1491	243
1491	245
1491	247
1491	250
1491	252
1490	254
1490	258
1490	260
1490	262
1490	265
1490	267
1490	269
1489	272
1488	274
1489	277
1490	279
1489	281
1488	284
1488	286
1488	288
1489	291
1489	293
1489	295
1489	299
1489	301
1489	303
1489	306
1489	308
1490	310
1491	313
1491	315
1491	318
1491	320
1492	322
1491	325
1491	327
1492	329
1492	332
1492	334
1492	336
1493	339
1492	342
1492	344
1492	347
1492	349
1492	352
1491	354
1492	356
1492	359
1492	361
1493	363
1493	366
1493	368
1493	370
1493	373
1493	375
1493	377
1493	380
1494	382
1493	385
1494	388
1494	390
1494	393
1495	395
1494	397
1493	400
1493	402
1492	404
1492	407
1492	409
1492	411
1492	414
1492	416
1492	418
1493	421
1493	423
1493	425
1493	429
1492	431
1492	434
1492	436
1492	438
1492	441
1492	443
1492	445
1491	448
1491	450
1492	452
1492	455
1492	457
1492	459
1492	462
1492	464
1492	467
1492	470
1492	472
1493	475
1493	477
1493	479
