1486	2
1486	4
1485	7
1485	9
1485	11
1484	13
1484	16
1483	18
1485	20
1486	23
1486	25
1486	27
1486	30
1488	32
1488	34
1489	36
1489	39
1489	41
1488	44
1489	47
1489	49
1489	51
1489	54
1487	56
1485	58
1484	60
1483	63
1484	65
1485	67
1485	70
1485	72
1485	74
1485	77
1486	79
1486	81
1486	84
1486	87
1485	89
1485	91
1485	94
1485	96
1485	98
1486	101
1486	103
1485	105
1485	108
1486	110
1487	112
1488	115
1488	117
1488	119
1487	122
1487	124
1486	128
1485	130
1485	132
1484	135
1483	137
1483	139
1483	142
1484	144
1483	146
1483	149
1484	151
1484	153
1485	156
1486	158
1488	161
1488	163
1488	165
1486	168
1484	171
1483	173
1482	176
1482	178
1483	180
1483	183
1485	185
1487	187
1488	190
1489	192
1489	194
1488	197
1487	199
1485	202
1484	204
1484	206
1483	209
1484	211
1485	214
1486	217
1487	219
1487	221
1488	224
1489	226
1489	228
1488	231
1487	233
1485	235
1484	238
1484	240
1484	243
1484	245
1486	247
1487	250
1488	252
1488	254
1488	258
1489	260
1488	262
1487	265
1486	267
1485	269
1484	272
1484	274
1484	276
1485	279
1487	281
1489	284
1490	286
1490	288
1489	291
1489	293
1489	295
1488	299
1487	301
1486	303
1486	306
1486	308
1485	310
1484	313
1484	315
1483	318
1483	320
1484	322
1485	325
1487	327
1488	329
1489	332
1489	334
1488	336
1487	339
1486	342
1485	344
1486	347
1489	349
1490	351
1491	354
1491	356
1490	359
1488	361
1487	363
1487	366
1487	368
1488	370
1488	373
1487	375
1487	377
1488	380
1488	382
1489	385
1490	388
1489	390
1488	392
1486	395
1486	397
1485	400
1484	402
1483	404
1482	407
1483	409
1486	411
1487	414
1489	416
1491	418
1490	421
1488	423
1487	425
1487	429
1486	431
1487	434
1488	436
1489	438
1489	441
1488	443
1489	445
1489	448
1490	450
1490	452
1489	455
1487	457
1486	459
1485	462
1484	464
1484	466
1485	470
1485	472
1485	475
1485	477
1485	479
1487	482
1490	484
1492	486
1491	489
1489	491
1488	493
1487	496
1486	498
1486	500
1486	503
1488	505
1489	507
1488	510
1487	513
1485	516
1485	518
1486	520
1486	523
1486	525
1485	527
1484	530
1483	532
1483	534
1484	537
1486	539
1487	541
1488	544
1487	546
1485	548
1484	551
1483	553
1483	557
1483	559
1484	561
1484	564
1484	566
1485	568
1486	571
1486	573
1486	575
1486	578
1487	580
1487	582
1486	585
1485	587
1485	590
1484	592
1484	594
1483	598
1483	600
1484	602
1485	605
1486	607
1487	609
1486	612
1484	614
1482	616
1481	619
1481	621
1482	623
1483	626
1484	628
1485	631
1487	633
1487	635
1487	638
1487	641
1487	643
1487	646
1487	648
1486	650
1485	653
1484	655
1484	657
1484	660
1484	662
1485	664
1485	667
1484	669
1485	672
1485	674
1486	676
1486	679
1486	681
1487	684
1486	687
1486	689
1487	691
1488	694
1489	696
1488	698
1489	701
1490	703
1490	705
1489	708
1488	710
1487	713
1486	715
1485	717
1484	720
1483	722
1483	724
1484	728
1485	730
1486	732
1486	735
1486	737
1488	739
1490	742
1492	744
1492	747
1491	749
1489	751
1489	754
1490	756
1492	758
1493	761
1493	763
1492	765
1491	769
1490	771
1489	773
1489	776
1488	778
1486	780
1486	783
1487	785
1488	788
1488	790
1488	792
1487	795
1487	797
1488	799
1488	802
1487	804
1487	806
1486	809
1486	812
1486	814
1487	817
1489	819
1490	821
1490	824
1491	826
1494	829
1495	831
1495	833
1493	836
1490	838
1488	840
1487	843
1486	845
1485	847
1485	850
1485	852
1485	855
1486	858
1488	860
1489	863
1489	865
1489	867
1489	870
1489	872
1489	874
1490	877
1490	879
1491	881
1491	884
1490	886
1488	888
1487	891
1487	893
1486	896
1485	899
1486	901
1486	904
1486	906
1485	908
1485	911
1484	913
1484	915
1485	918
1487	920
1488	922
1488	925
1487	927
1486	929
1485	932
1484	934
1484	936
1483	940
1484	942
1486	945
1488	947
1491	949
1493	952
1492	954
1491	956
1489	959
1488	961
1488	963
1488	966
1488	968
1489	970
1490	973
1491	975
1491	978
1490	980
1489	983
1487	986
1487	988
1486	990
1486	993
1485	995
1486	997
1486	1000
1487	1002
1489	1005
1489	1007
1491	1009
1492	1012
1492	1014
1491	1017
1491	1019
1489	1021
1489	1025
1489	1027
1490	1030
1491	1032
1491	1034
1490	1037
1490	1039
1491	1042
1492	1044
1491	1046
1489	1049
1488	1051
1487	1054
1486	1056
1488	1058
1490	1061
1490	1063
1490	1067
1490	1069
1489	1071
1489	1074
1489	1076
1489	1079
